Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E002I590170009;I590170009;2025-03-31;Centre aquatique Calyssia;20009320100081;17 AVENUE DE L'EUROPE;59280;Armentières;59017;Piscine;;"[""Handicap moteur""]";;;2024-01-30;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59017;Armentières;595;Lille;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Bassin Ludique;Bassin ludique de natation;50.68855, 2.868;;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";3;;;2002;1995-2004;;;;"[""Electricité""]";Intérieur;Carrelage;;;;;true;;50;4;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Accueil,Aire de jeu,Cheminements,Sanitaires;Aire de jeu,Sanitaires;;;;200.0;0.6;1.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;RAS;;;;;Bassin de natation;103;EG3MCZ8DCK7A;true;false;true;true;false;true;true;true;false;true;false;true;false;true;false;false;false;2.868;50.68855;"[""Piscine""]";['Baignade loisirs']
E003I800210162;I800210162;2025-03-31;Centre Aquatique Amiens Metropole;24800053100173;50 Rue Alexandre Dumas;80090;Amiens;80021;Piscine;;"[""Handicap moteur""]";"[""Bus""]";Snacking extérieur, parking vélo, ascenseur. Chauffage fournit par Amiens Energie, sources variées (gaz, bois);2024-09-26;2019-08-03;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;bassin aquasport;Bassin sportif de natation;49.87343, 2.290417;Amiens Metropole;EPCI;;EPCI;;true;;;;;;2019;A partir de 2005;;;;"[""Autre""]";Intérieur;Carrelage;;;;;true;;;3;1;;true;"[""Réception / Accueil"", ""Club(s) house"", ""Infirmerie"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;12.0;10.0;120.0;;1.2;;;;;;;"[""Individuel(s),famille(s),Autre - association(s) et groupes divers""]";;false;espace clos pour ne pas déranger les bassins voisins;;;;;Bassin de natation;102;;true;true;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;2.290417;49.87343;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E001I590090058;I590090058;2025-03-31;CENTRE NAUTIQUE BABYLONE;21590009300018;Rue du Podium;59491;Villeneuve-d'Ascq;59009;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;SKATE PARK;Skatepark;50.65226, 3.14302;;Commune;;Commune;;false;false;;;;;1999;1995-2004;;;;;Découvert;Bitume;45.0;20.0;;900.0;false;;0;0;0;false;false;;;Aire de jeu,Cheminements;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";true;false;;;;;;Skatepark & vélo Freestyle;2603;;true;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;3.14302;50.65226;"[""Piscine""]";['Planche à roulettes (Skate)', 'Roller acrobatique']
E001I590280009;I590280009;2025-03-31;PISCINE MUNICIPALE;21590028300148;RUE ALEXANDRE DUBOIS;59950;Auby;59028;Piscine;;;"[""Bus""]";PREMIERE VISITE LE 19/03/2015, 2eme VISITE LE 24/09/2015 POUR RECUPERER LES INFORMATIONS MANQUANTES                                                 DISPOSE D'UNE PLAGE MINERALE EXTERIEURE DE 162m² (EN COURS DE TRAVAUX);2015-09-29;2005-08-24;;200044618;59;Nord;32;Hauts-de-France;CA Douaisis Agglo;59178;Douai;593;Douai;4;Ceintures urbaines;59;Académie de Lille;NC - Commune non classée;BASSIN SPORTIF;Bassin sportif de natation;50.41721, 3.05825;;Commune;;Commune;;false;true;"[""X""]";3;;;1976;1975-1984;2015;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;20;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";"[""Bain(s) de vapeur / hammam"", ""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;25.0;10.0;250.0;1.1;2.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;102;;false;true;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;3.05825;50.41721;"[""Piscine""]";['Natation course sportive']
E001I590330010;I590330010;2025-03-31;Complexe Aquatique l'Aiguade;20004339600015;Rue Parmentier;59620;Aulnoye-Aymeries;59033;Piscine;;"[""Handicap moteur""]";;Travaux dans le cadre du plan 5000 équipements;2019-04-13;2005-11-21;;200043396;59;Nord;32;Hauts-de-France;CA Maubeuge Val de Sambre;59033;Aulnoye-Aymeries;591;Avesnes-sur-Helpe;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Espace Remise en Forme;Salle de cours collectifs;50.202904, 3.835044;CA MAUBEUGE VAL DE SAMBRE;EPCI;EPCI;EPCI;EPCI;false;true;"[""X""]";3;;;;1985-1994;2025;A partir de 2005;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Inadaptation aux attentes des usagers"", ""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Parquet;24.0;24.0;4.0;576.0;true;;0;2;0;true;true;;"[""Sauna""]";Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;Travaux dans le cadre du plan 5000 équipements;;;;;Equipement d'activités de forme et de santé;801;;true;false;true;false;true;false;true;true;true;true;false;false;false;true;false;false;false;3.835044;50.202904;"[""Piscine""]";['Activités de forme et de santé']
E001I591220021;I591220021;2025-03-31;Piscine les Ondines;21590122400018;Rue de Londres;59400;Cambrai;59122;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-24;2005-12-15;;200068500;59;Nord;32;Hauts-de-France;CA de Cambrai;59122;Cambrai;592;Cambrai;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;grand bassin;Bassin sportif de natation;50.16252, 3.258;;Commune;;Commune;;false;true;"[""X""]";4;;;1976;1975-1984;2009;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;4;0;true;true;"[""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;25.0;10.0;250.0;0.8;1.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;102;HVBFA19BCDJR;true;true;true;true;true;false;false;true;true;true;false;false;false;true;false;false;false;3.258;50.16252;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I591220022;I591220022;2025-03-31;Stade Nautique Liberté;21590122400018;boulevard de la liberté;59400;Cambrai;59122;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-24;2005-12-15;;200068500;59;Nord;32;Hauts-de-France;CA de Cambrai;59122;Cambrai;592;Cambrai;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Bassin compétition;Bassin sportif de natation;50.1723, 3.2267;;Commune;;Commune;;false;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;8;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;25.0;26.0;650.0;2.0;3.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;8 vestiaires collectif et 40 cabines;;;;;Bassin de natation;102;64XH6A4NK3FE;true;true;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;3.2267;50.1723;"[""Piscine""]";['Baignade loisirs', 'Nage avec palmes', 'Natation course sportive', 'Natation synchronisée', 'Plongée subaquatique (Plongée libre)', 'Water-Polo']
E001I591360007;I591360007;2025-03-31;Duo Le Cateau;20003063300198;14 Avenue Simone Veil;59360;Le Cateau-Cambrésis;59136;Piscine;;;;;2024-09-26;2016-02-24;;200030633;59;Nord;32;Hauts-de-France;CA du Caudrésis et du Catésis;59136;Le Cateau-Cambrésis;592;Cambrai;3;Petites villes;59;Académie de Lille;NC - Commune non classée;Bassin sportif;Bassin sportif de natation;50.0954395642, 3.53195262683;CC du Caudrésis et du Catésis;EPCI;;;;;;;;;;2012;A partir de 2005;;;;;Intérieur;;;;;;;;;;;;;;;;;;25.0;15.0;375.0;1.8;2.0;;;;;;https://duo-lecateau.fr/;"[""Individuel(s),famille(s)""]";;false;;;;;;Bassin de natation;102;SY2SVS6VZAQY;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;3.53195262683;50.0954395642;"[""Piscine""]";['Natation course sportive']
E001I591780040;I591780040;2025-03-31;PISCINE DES GLACIS;21590178600040;195 rue d’arleux;59500;Douai;59178;Piscine;;"[""Handicap moteur""]";"[""Tramway"", ""Bus""]";LOGEMENT DE GARDIEN RETIRE EN SEPTEMBRE 2017;2024-04-24;2005-08-24;;200044618;59;Nord;32;Hauts-de-France;CA Douaisis Agglo;59178;Douai;593;Douai;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;BASSIN SPORTIF;Bassin sportif de natation;50.36233, 3.08011;Ville de Douai;Commune;;Commune;;false;true;"[""X""]";3;;;1958;1945-1964;2017;1995-2004;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz"", ""Autre""]";Intérieur;Carrelage;;;;;true;;50;5;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";"[""Solarium""]";Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;25.0;12.5;313.0;1.8;2.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Chauffage : système de chauffage par le réseau d'assainissement. x;BROCHOT;Bertrand;bbrochot@ville-douai.fr;03 27 87 49 21;Bassin de natation;102;RFGP5J279GC6;true;true;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;3.08011;50.36233;"[""Piscine""]";['Aquagym', 'Nage avec palmes', 'Natation course sportive', 'Natation synchronisée', 'Plongée en apnée', 'Tir sur cible subaquatique', 'Water-Polo']
E001I591780041;I591780041;2025-03-31;PISCINE BEAU SOLEIL (TOURNESOL);21590178600040;ALLEE DU GENERAL KOENING;59500;Douai;59178;Piscine;;;"[""Bus""]";;2024-01-30;2005-08-24;;200044618;59;Nord;32;Hauts-de-France;CA Douaisis Agglo;59178;Douai;593;Douai;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;BASSIN SPORTIF;Bassin sportif de natation;50.37867, 3.07069;Ville de Douai;Commune;;Commune;;false;true;"[""X""]";4;;;1978;1975-1984;2012;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Découvrable;Carrelage;;;;;true;;0;4;0;;true;"[""Infirmerie""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;25.0;10.0;250.0;0.8;2.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;2 vestiaires pour le personnel. x                                                                                                                                                                                                                                               AQUAGYM + APNNE + TIR SUR CIBLE;BROCHOT;Bertrand;bbrochot@ville-douai.fr;03 27 87 49 21;Bassin de natation;102;;false;true;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;3.07069;50.37867;"[""Piscine""]";['Baignade loisirs', 'Natation course sportive']
E001I592050005;I592050005;2025-03-31;Piscine Maurice Thorez;21590205700011;Rue Ambroise Croizat;59124;Escaudain;59205;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2012-06-20;;200042190;59;Nord;32;Hauts-de-France;CA de la Porte du Hainaut;59172;Denain;596;Valenciennes;4;Ceintures urbaines;59;Académie de Lille;NC - Commune non classée;Bassin sportif;Bassin sportif de natation;50.332477, 3.337655;;Commune;;Commune;;false;true;"[""X""]";3;;;2011;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;17;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;25.0;10.0;250.0;0.9;2.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;RAS;SION;Sébastien;sion.s@ville-escaudain.fr;03/27/44/88/10;Bassin de natation;102;C244AWDGBAJ4;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;3.337655;50.332477;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I592790009;I592790009;2025-03-31;PISCINE MUNICIPALE PHILIPPE CROIZON;21590279200013;Route de neuville;59250;Halluin;59279;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-25;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;ESPACE REMISE EN FORME;Salle de cours collectifs;50.77705, 3.12983;Commune d'Halluin;Commune;;Commune;;false;true;"[""X""]";4;;;1983;1975-1984;2015;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;12.5;12.0;3.5;150.0;true;;0;0;0;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Salle(s) de réunion/cours""]";"[""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Autre - association(s) et groupes divers""]";false;false;;DESBUREAUX;Julien;juliendesbureaux@mairie-halluin.fr;03 20 28 69 39;Equipement d'activités de forme et de santé;801;;true;true;true;true;false;true;true;true;true;true;false;false;false;true;false;false;false;3.12983;50.77705;"[""Piscine""]";['Activités de forme et de santé']
E001I592860012;I592860012;2025-03-31;"Centre Aquatique Loos Haubourdin ""NEPTUNIA""";20009320100081;Rue Thirion et Ferron;59320;Haubourdin;59286;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;true;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Bassin sportif;Bassin sportif de natation;50.6145, 2.99678;Loos Haubourdin;EPCI;;EPCI;;false;true;"[""X""]";2;;;2008;A partir de 2005;2008;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz"", ""Autre""]";Intérieur;Carrelage;;;;;true;;0;7;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Accueil,Aire de jeu,Cheminements,Sanitaires,Vestiaires;Sanitaires;;25.0;15.0;375.0;1.8;2.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;;;;;;Bassin de natation;102;N87HD4E2E758;true;false;true;true;true;true;true;true;false;true;false;false;false;true;false;false;false;2.99678;50.6145;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I592950020;I592950020;2025-03-31;Piscine intercommunale d'Hazebrouck;20004094700190;33 rue du pont;59190;Hazebrouck;59295;Piscine;;"[""Handicap moteur""]";"[""Bus"", ""Train""]";Gestion de l'équipement transférée de la municipalité (ville d'Hazebrouck) vers l'EPCI (Communauté de Communes de Flandre Intérieure) au 1er janvier 2023. La CCFI est également propriétaire et gestionnaire de la piscine intercommunale de Bailleul.;2024-05-14;2005-12-12;;200040947;59;Nord;32;Hauts-de-France;CC de Flandre Intérieure;59295;Hazebrouck;594;Dunkerque;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Grand Bassin;Bassin sportif de natation;50.71974, 2.53952;Communauté de Communes de Flandre Intérieure;EPCI;Commune;EPCI;;false;true;"[""X""]";4;;;1974;1965-1974;2019;;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Synthétique (hors gazon);;;4.0;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Autre""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;25.0;12.5;312.5;1.6;3.8;;;;;;https://cc-flandreinterieure.fr/fr/rb/1802660/piscine-dhazebrouck;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Autre activité: Apprentissage de la natation - Niveau de pratique = Loisir, Entretien, Remise en forme / Scolaire / Entraînement. Nature du sol des plages: carrelage. Accessibilité personnes handicapées: true mais nécessite l'aide d'un agent pour le passage du pédiluve et l'utilisation de l'appareil d'aide à la mise à l'eau. Nombre de vestiaires: 2 vestiaires collectifs + 20 cabines individuelles. Date d'homologation préfectorale inconnue. x;VERHILLE;David;dverhille@cc-flandreinterieure.fr;03/74/54/00/59;Bassin de natation;102;9SY2RNRMXQ2C;true;true;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;2.53952;50.71974;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Nage avec palmes', 'Natation course sportive', 'Plongée subaquatique (Plongée libre)']
E001I593240009;I593240009;2025-03-31;PISCINE COUBERTIN;20004339600015;BOULEVARD DE LESSINES;59460;Jeumont;59324;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2006-01-19;;200043396;59;Nord;32;Hauts-de-France;CA Maubeuge Val de Sambre;59324;Jeumont;591;Avesnes-sur-Helpe;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;BASSIN;Bassin sportif de natation;50.29762, 4.10038;;EPCI;Commune;EPCI;;false;true;"[""X""]";4;;;1974;1965-1974;2005;A partir de 2005;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement""]";;;Aire de jeu,Cheminements,Signalétique,Vestiaires;;25.0;10.0;250.0;0.6;2.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;;;;;;Bassin de natation;102;34Z1CH9MRJNK;true;false;true;true;false;false;false;false;false;false;false;true;true;false;true;false;true;4.10038;50.29762;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I593280017;I593280017;2025-03-31;Piscine Municipale;21590328700013;4 Allée du Béguinage;59130;Lambersart;59328;Piscine;;"[""Handicap moteur""]";;;2024-02-08;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Piscine Jean GUERECHEAU;Bassin sportif de natation;50.65081, 3.02675;Ville de Lambersart;Commune;;Commune;;false;true;"[""X""]";5;;;1974;1965-1974;2001;1995-2004;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;4;0;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement""]";;;;;25.0;10.0;250.0;0.9;2.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;piscine tournesol. x;HOYEZ;Fabrice;fhoyez@ville-lambersart.fr;03 20 08 44 44;Bassin de natation;102;;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.02675;50.65081;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I593400009;I593400009;2025-03-31;PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT;;r jules deswarte;59495;Leffrinckoucke;59340;Piscine,Complexe sportif;;"[""Handicap moteur""]";;Piscine entièrement refaite en 2012/2013;2024-04-24;2005-12-13;;245900428;59;Nord;32;Hauts-de-France;CU de Dunkerque;59183;Dunkerque;594;Dunkerque;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;GRAND BASSIN;Bassin sportif de natation;51.05431, 2.44053;;EPCI;Commune;Commune;;false;true;"[""X""]";3;;;1977;1975-1984;2011;A partir de 2005;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Mise en conformité avec les normes AFNOR ou règles fédérales"", ""Inadaptation aux attentes des usagers""]";"[""Gaz""]";Intérieur;Carrelage;;;5.0;;true;;0;10;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";;Accueil,Aire de jeu,Cheminements,Douches,Vestiaires;;;25.0;10.0;250.0;1.8;1.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;;;;;;Bassin de natation;102;;true;false;true;true;true;true;true;true;true;false;false;false;false;false;false;false;false;2.44053;51.05431;"[""Piscine"", ""Complexe sportif""]";['Baignade loisirs', 'Natation course sportive']
E001I593500108;I593500108;2025-03-31;Piscine Olympique Marx Dormoy;21590350100017;36 Avenue Max Dormoy;59000;Lille;59350;Piscine;;;;;2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Piscine Marx Dormoy petit bassin;Bassin sportif de natation;50.63636, 3.03354;;Commune;;Commune;;false;true;"[""L"", ""X""]";1;;;1972;1965-1974;2016;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Fuel"", ""Autre""]";Intérieur;Carrelage;;;;;true;;0;10;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Buvette"", ""Club(s) house"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;;;;25.0;12.5;312.5;0.8;1.3;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;102;F5F3QAXTSY51;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.03354;50.63636;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation synchronisée']
